created_at,entry_id,field1,latitude,longitude,elevation,status
2023-12-08T23:58:17+05:30,50,29.29688,,,,
2023-12-08T23:58:39+05:30,51,27.92969,,,,
2023-12-08T23:59:03+05:30,52,29.00391,,,,
2023-12-08T23:59:42+05:30,53,28.90625,,,,
2023-12-09T00:00:05+05:30,54,28.80859,,,,
2023-12-09T00:00:28+05:30,55,28.90625,,,,
2023-12-09T00:00:51+05:30,56,28.80859,,,,
2023-12-09T00:01:14+05:30,57,28.61328,,,,
2023-12-09T00:01:37+05:30,58,28.61328,,,,
2023-12-09T00:01:59+05:30,59,28.41797,,,,
2023-12-09T00:02:22+05:30,60,28.51563,,,,
2023-12-09T00:02:45+05:30,61,27.34375,,,,
2023-12-09T00:03:08+05:30,62,28.41797,,,,
2023-12-09T00:03:31+05:30,63,28.41797,,,,
2023-12-09T00:03:54+05:30,64,28.32031,,,,
2023-12-09T00:04:18+05:30,65,28.41797,,,,
2023-12-09T00:04:41+05:30,66,27.05078,,,,
2023-12-09T00:05:12+05:30,67,28.22266,,,,
2023-12-09T00:05:34+05:30,68,28.12500,,,,
2023-12-09T00:05:57+05:30,69,28.12500,,,,
2023-12-09T00:06:21+05:30,70,28.12500,,,,
2023-12-09T00:06:44+05:30,71,28.12500,,,,
2023-12-09T00:07:11+05:30,72,27.73438,,,,
2023-12-09T00:07:34+05:30,73,27.44141,,,,
2023-12-09T00:07:57+05:30,74,27.53906,,,,
2023-12-09T00:08:20+05:30,75,27.44141,,,,
2023-12-09T00:08:44+05:30,76,27.34375,,,,
2023-12-09T00:09:07+05:30,77,27.34375,,,,
2023-12-09T00:09:32+05:30,78,25.97656,,,,
2023-12-09T00:09:55+05:30,79,25.97656,,,,
2023-12-09T00:10:18+05:30,80,27.14844,,,,
2023-12-09T00:10:45+05:30,81,27.24609,,,,
2023-12-09T00:11:08+05:30,82,27.24609,,,,
2023-12-09T00:11:31+05:30,83,27.34375,,,,
2023-12-09T00:11:54+05:30,84,27.34375,,,,
2023-12-09T00:12:17+05:30,85,27.24609,,,,
2023-12-09T00:12:40+05:30,86,26.07422,,,,
2023-12-09T00:13:04+05:30,87,27.05078,,,,
2023-12-09T00:13:27+05:30,88,27.05078,,,,
2023-12-09T00:13:50+05:30,89,27.14844,,,,
2023-12-09T00:14:13+05:30,90,27.14844,,,,
2023-12-09T00:14:36+05:30,91,27.05078,,,,
2023-12-09T00:14:59+05:30,92,25.87891,,,,
2023-12-09T00:15:23+05:30,93,27.05078,,,,
2023-12-09T00:15:45+05:30,94,27.05078,,,,
2023-12-09T00:16:09+05:30,95,27.05078,,,,
2023-12-09T00:16:33+05:30,96,27.05078,,,,
2023-12-09T00:16:56+05:30,97,25.87891,,,,
2023-12-09T00:17:19+05:30,98,26.95313,,,,
2023-12-09T00:17:47+05:30,99,26.75781,,,,
2023-12-09T00:18:10+05:30,100,25.78125,,,,
2023-12-09T00:18:33+05:30,101,26.75781,,,,
2023-12-09T00:18:58+05:30,102,25.58594,,,,
2023-12-09T00:19:20+05:30,103,26.75781,,,,
2023-12-09T00:19:43+05:30,104,25.58594,,,,
2023-12-09T00:20:08+05:30,105,26.75781,,,,
2023-12-09T00:20:31+05:30,106,26.56250,,,,
2023-12-09T00:20:53+05:30,107,26.66016,,,,
2023-12-09T00:21:17+05:30,108,26.66016,,,,
2023-12-09T00:21:40+05:30,109,26.66016,,,,
2023-12-09T00:22:03+05:30,110,26.56250,,,,
2023-12-09T00:22:27+05:30,111,25.19531,,,,
2023-12-09T00:22:50+05:30,112,26.36719,,,,
2023-12-09T00:23:13+05:30,113,25.19531,,,,
2023-12-09T00:23:37+05:30,114,26.17188,,,,
2023-12-09T00:24:00+05:30,115,26.17188,,,,
2023-12-09T00:24:24+05:30,116,26.17188,,,,
2023-12-09T00:24:50+05:30,117,26.17188,,,,
2023-12-09T00:25:13+05:30,118,26.26953,,,,
2023-12-09T00:25:36+05:30,119,26.26953,,,,
2023-12-09T00:26:00+05:30,120,26.46484,,,,
2023-12-09T00:26:22+05:30,121,26.36719,,,,
2023-12-09T00:26:45+05:30,122,26.56250,,,,
2023-12-09T00:27:09+05:30,123,26.46484,,,,
2023-12-09T00:27:31+05:30,124,28.61328,,,,
2023-12-09T00:27:53+05:30,125,28.90625,,,,
2023-12-09T00:28:17+05:30,126,27.73438,,,,
2023-12-09T00:28:39+05:30,127,27.73438,,,,
2023-12-09T00:29:02+05:30,128,28.61328,,,,
2023-12-09T00:29:29+05:30,129,28.12500,,,,
2023-12-09T00:29:52+05:30,130,28.41797,,,,
2023-12-09T00:30:14+05:30,131,27.53906,,,,
2023-12-09T00:30:40+05:30,132,26.36719,,,,
2023-12-09T00:31:03+05:30,133,28.41797,,,,
2023-12-09T00:31:27+05:30,134,29.00391,,,,
2023-12-09T00:31:51+05:30,135,27.53906,,,,
2023-12-09T00:32:13+05:30,136,28.61328,,,,
2023-12-09T00:32:36+05:30,137,26.56250,,,,
2023-12-09T00:33:00+05:30,138,26.95313,,,,
2023-12-09T00:33:23+05:30,139,31.64063,,,,
2023-12-09T00:33:46+05:30,140,27.92969,,,,
2023-12-09T00:34:10+05:30,141,29.00391,,,,
2023-12-09T00:34:33+05:30,142,27.73438,,,,
2023-12-09T00:34:56+05:30,143,28.41797,,,,
2023-12-09T00:35:21+05:30,144,29.49219,,,,
2023-12-09T00:35:44+05:30,145,27.53906,,,,
2023-12-09T00:36:07+05:30,146,27.44141,,,,
2023-12-09T00:36:33+05:30,147,27.63672,,,,
2023-12-09T00:36:56+05:30,148,29.29688,,,,
2023-12-09T00:37:19+05:30,149,27.14844,,,,
2023-12-09T00:37:43+05:30,150,26.07422,,,,
2023-12-09T00:38:06+05:30,151,28.71094,,,,
2023-12-09T00:38:28+05:30,152,27.34375,,,,
2023-12-09T00:38:52+05:30,153,28.12500,,,,
2023-12-09T00:39:14+05:30,154,24.21875,,,,
2023-12-09T00:39:37+05:30,155,25.09766,,,,
2023-12-09T00:40:00+05:30,156,27.53906,,,,
2023-12-09T00:40:23+05:30,157,25.58594,,,,
2023-12-09T00:40:46+05:30,158,26.66016,,,,
2023-12-09T00:41:01+05:30,159,25.09766,,,,
2023-12-09T00:41:24+05:30,160,23.43750,,,,
2023-12-09T00:41:46+05:30,161,23.14453,,,,
2023-12-09T00:42:12+05:30,162,24.90234,,,,
2023-12-09T00:42:41+05:30,163,24.80469,,,,
2023-12-09T00:43:00+05:30,164,24.90234,,,,
2023-12-09T00:43:27+05:30,165,24.70703,,,,
2023-12-09T00:43:49+05:30,166,27.83203,,,,
2023-12-09T00:44:12+05:30,167,28.32031,,,,
2023-12-09T00:44:36+05:30,168,27.63672,,,,
2023-12-09T00:45:00+05:30,169,25.00000,,,,
2023-12-09T00:45:23+05:30,170,32.03125,,,,
2023-12-09T00:45:46+05:30,171,26.95313,,,,
2023-12-09T00:46:09+05:30,172,25.29297,,,,
2023-12-09T00:46:32+05:30,173,25.58594,,,,
2023-12-09T00:46:56+05:30,174,25.48828,,,,
2023-12-09T00:48:00+05:30,175,24.12109,,,,
2023-12-09T00:48:24+05:30,176,24.12109,,,,
2023-12-09T00:48:48+05:30,177,23.92578,,,,
2023-12-09T00:49:12+05:30,178,24.02344,,,,
2023-12-09T00:49:40+05:30,179,24.02344,,,,
2023-12-09T00:50:03+05:30,180,24.12109,,,,
2023-12-09T00:50:27+05:30,181,22.85156,,,,
2023-12-09T00:50:45+05:30,182,23.82813,,,,
2023-12-09T00:51:10+05:30,183,23.82813,,,,
2023-12-09T00:52:08+05:30,184,23.92578,,,,
2023-12-09T00:52:39+05:30,185,23.82813,,,,
2023-12-09T00:53:01+05:30,186,23.82813,,,,
2023-12-09T00:53:40+05:30,187,23.82813,,,,
2023-12-09T00:54:03+05:30,188,22.85156,,,,
2023-12-09T00:54:30+05:30,189,23.82813,,,,
2023-12-09T00:54:54+05:30,190,23.82813,,,,
2023-12-09T00:55:17+05:30,191,23.92578,,,,
2023-12-09T00:55:42+05:30,192,23.82813,,,,
2023-12-09T00:56:05+05:30,193,23.82813,,,,
2023-12-09T00:56:28+05:30,194,23.82813,,,,
2023-12-09T00:56:44+05:30,195,23.73047,,,,
2023-12-09T00:57:06+05:30,196,23.73047,,,,
2023-12-09T00:57:29+05:30,197,23.82813,,,,
2023-12-09T00:57:53+05:30,198,23.82813,,,,
2023-12-09T00:58:16+05:30,199,23.82813,,,,
2023-12-09T00:58:39+05:30,200,23.73047,,,,
2023-12-09T00:59:02+05:30,201,23.82813,,,,
2023-12-09T00:59:58+05:30,202,23.73047,,,,
2023-12-09T01:00:14+05:30,203,23.73047,,,,
2023-12-09T01:00:39+05:30,204,23.73047,,,,
2023-12-09T01:01:02+05:30,205,23.63281,,,,
2023-12-09T01:01:29+05:30,206,23.63281,,,,
2023-12-09T01:01:52+05:30,207,23.63281,,,,
2023-12-09T01:02:18+05:30,208,23.63281,,,,
2023-12-09T01:02:44+05:30,209,23.63281,,,,
2023-12-09T01:03:08+05:30,210,23.53516,,,,
2023-12-09T01:03:34+05:30,211,23.73047,,,,
2023-12-09T01:03:59+05:30,212,20.41016,,,,
2023-12-09T01:04:21+05:30,213,23.63281,,,,
2023-12-09T01:04:44+05:30,214,23.24219,,,,
2023-12-09T01:05:07+05:30,215,22.55859,,,,
2023-12-09T01:05:34+05:30,216,23.14453,,,,
2023-12-09T01:05:58+05:30,217,22.94922,,,,
2023-12-09T01:06:14+05:30,218,23.04688,,,,
2023-12-09T01:06:37+05:30,219,22.85156,,,,
2023-12-09T01:07:00+05:30,220,22.85156,,,,
2023-12-09T01:07:30+05:30,221,22.75391,,,,
2023-12-09T01:07:55+05:30,222,22.46094,,,,
2023-12-09T01:08:18+05:30,223,21.48438,,,,
2023-12-09T01:08:41+05:30,224,22.46094,,,,
2023-12-09T01:09:06+05:30,225,22.46094,,,,
2023-12-09T01:09:29+05:30,226,22.46094,,,,
2023-12-09T01:09:52+05:30,227,21.28906,,,,
2023-12-09T01:10:16+05:30,228,21.38672,,,,
2023-12-09T01:10:38+05:30,229,21.28906,,,,
2023-12-09T01:11:02+05:30,230,22.46094,,,,
2023-12-09T01:11:26+05:30,231,22.36328,,,,
2023-12-09T01:11:49+05:30,232,22.36328,,,,
2023-12-09T01:12:12+05:30,233,21.28906,,,,
2023-12-09T01:12:35+05:30,234,22.26563,,,,
2023-12-09T01:12:59+05:30,235,22.26563,,,,
2023-12-09T01:13:22+05:30,236,22.36328,,,,
2023-12-09T01:13:46+05:30,237,22.26563,,,,
2023-12-09T01:14:09+05:30,238,22.36328,,,,
2023-12-09T01:14:32+05:30,239,22.36328,,,,
2023-12-09T01:14:54+05:30,240,22.36328,,,,
2023-12-09T01:15:17+05:30,241,22.26563,,,,
2023-12-09T01:15:40+05:30,242,22.26563,,,,
2023-12-09T01:16:03+05:30,243,21.48438,,,,
2023-12-09T01:16:26+05:30,244,23.73047,,,,
2023-12-09T01:16:48+05:30,245,22.94922,,,,
2023-12-09T01:17:11+05:30,246,21.58203,,,,
2023-12-09T01:17:34+05:30,247,22.46094,,,,
2023-12-09T01:17:57+05:30,248,22.46094,,,,
2023-12-09T01:18:21+05:30,249,22.36328,,,,
2023-12-09T01:18:44+05:30,250,22.36328,,,,
2023-12-09T01:19:07+05:30,251,22.36328,,,,
2023-12-09T01:19:29+05:30,252,22.26563,,,,
2023-12-09T01:20:08+05:30,253,21.19141,,,,
2023-12-09T01:20:38+05:30,254,22.07031,,,,
2023-12-09T01:21:02+05:30,255,21.09375,,,,
2023-12-09T01:21:25+05:30,256,22.07031,,,,
2023-12-09T01:21:50+05:30,257,22.07031,,,,
2023-12-09T01:22:13+05:30,258,22.07031,,,,
2023-12-09T01:22:36+05:30,259,21.97266,,,,
2023-12-09T01:22:59+05:30,260,21.19141,,,,
2023-12-09T01:23:24+05:30,261,22.26563,,,,
2023-12-09T01:23:47+05:30,262,22.07031,,,,
2023-12-09T01:24:15+05:30,263,21.97266,,,,
2023-12-09T01:24:55+05:30,264,21.97266,,,,
2023-12-09T01:25:18+05:30,265,21.87500,,,,
2023-12-09T01:25:43+05:30,266,22.07031,,,,
2023-12-09T01:26:23+05:30,267,21.77734,,,,
2023-12-09T01:26:46+05:30,268,21.87500,,,,
2023-12-09T01:27:08+05:30,269,20.80078,,,,
2023-12-09T01:27:40+05:30,270,21.97266,,,,
2023-12-09T01:28:07+05:30,271,21.77734,,,,
2023-12-09T01:29:02+05:30,272,21.77734,,,,
2023-12-09T01:29:25+05:30,273,21.77734,,,,
2023-12-09T01:29:49+05:30,274,21.87500,,,,
2023-12-09T01:30:11+05:30,275,21.77734,,,,
2023-12-09T01:30:34+05:30,276,21.97266,,,,
2023-12-09T01:30:57+05:30,277,21.97266,,,,
2023-12-09T01:31:20+05:30,278,21.97266,,,,
2023-12-09T01:31:42+05:30,279,21.87500,,,,
2023-12-09T01:32:06+05:30,280,20.89844,,,,
2023-12-09T01:32:29+05:30,281,21.87500,,,,
2023-12-09T01:32:53+05:30,282,21.77734,,,,
2023-12-09T01:33:16+05:30,283,21.77734,,,,
2023-12-09T01:33:39+05:30,284,21.77734,,,,
2023-12-09T01:34:01+05:30,285,21.77734,,,,
2023-12-09T01:34:24+05:30,286,21.77734,,,,
2023-12-09T01:34:47+05:30,287,21.48438,,,,
2023-12-09T01:35:09+05:30,288,21.67969,,,,
2023-12-09T01:35:35+05:30,289,21.67969,,,,
2023-12-09T01:35:58+05:30,290,21.67969,,,,
2023-12-09T01:36:20+05:30,291,21.67969,,,,
2023-12-09T01:36:43+05:30,292,21.77734,,,,
2023-12-09T01:37:06+05:30,293,21.67969,,,,
2023-12-09T01:37:29+05:30,294,21.67969,,,,
2023-12-09T01:37:52+05:30,295,21.67969,,,,
2023-12-09T01:38:15+05:30,296,21.77734,,,,
2023-12-09T01:38:38+05:30,297,21.67969,,,,
2023-12-09T01:39:01+05:30,298,21.67969,,,,
2023-12-09T01:39:24+05:30,299,21.67969,,,,
2023-12-09T01:39:46+05:30,300,21.58203,,,,
2023-12-09T01:40:10+05:30,301,21.58203,,,,
2023-12-09T01:40:33+05:30,302,21.58203,,,,
2023-12-09T01:40:56+05:30,303,21.58203,,,,
2023-12-09T01:41:20+05:30,304,21.67969,,,,
2023-12-09T01:41:43+05:30,305,21.67969,,,,
2023-12-09T01:42:06+05:30,306,21.67969,,,,
2023-12-09T01:42:29+05:30,307,21.67969,,,,
2023-12-09T01:42:52+05:30,308,21.58203,,,,
2023-12-09T01:43:14+05:30,309,21.58203,,,,
2023-12-09T01:43:38+05:30,310,20.41016,,,,
2023-12-09T01:44:00+05:30,311,21.48438,,,,
2023-12-09T01:44:23+05:30,312,21.38672,,,,
2023-12-09T01:44:47+05:30,313,21.38672,,,,
2023-12-09T01:45:10+05:30,314,21.38672,,,,
2023-12-09T01:45:33+05:30,315,21.28906,,,,
2023-12-09T01:45:56+05:30,316,21.28906,,,,
2023-12-09T01:46:19+05:30,317,21.28906,,,,
2023-12-09T01:46:42+05:30,318,21.28906,,,,
2023-12-09T01:47:05+05:30,319,21.28906,,,,
2023-12-09T01:47:28+05:30,320,21.19141,,,,
2023-12-09T01:47:51+05:30,321,21.28906,,,,
2023-12-09T01:48:13+05:30,322,21.28906,,,,
2023-12-09T01:48:36+05:30,323,21.19141,,,,
2023-12-09T01:48:59+05:30,324,21.19141,,,,
2023-12-09T01:49:22+05:30,325,20.31250,,,,
2023-12-09T01:49:44+05:30,326,21.19141,,,,
2023-12-09T01:50:06+05:30,327,21.28906,,,,
2023-12-09T01:50:29+05:30,328,21.28906,,,,
2023-12-09T01:50:52+05:30,329,21.28906,,,,
2023-12-09T01:51:15+05:30,330,21.28906,,,,
2023-12-09T01:51:37+05:30,331,20.11719,,,,
2023-12-09T01:52:00+05:30,332,21.09375,,,,
2023-12-09T01:52:22+05:30,333,21.19141,,,,
2023-12-09T01:52:46+05:30,334,20.21484,,,,
2023-12-09T01:53:09+05:30,335,21.09375,,,,
2023-12-09T01:53:32+05:30,336,21.28906,,,,
2023-12-09T01:53:54+05:30,337,21.09375,,,,
2023-12-09T01:54:17+05:30,338,21.19141,,,,
2023-12-09T01:54:39+05:30,339,21.09375,,,,
2023-12-09T01:55:02+05:30,340,20.89844,,,,
2023-12-09T01:55:25+05:30,341,20.89844,,,,
2023-12-09T01:55:47+05:30,342,20.01953,,,,
2023-12-09T01:56:12+05:30,343,20.80078,,,,
2023-12-09T01:56:35+05:30,344,20.11719,,,,
2023-12-09T01:56:58+05:30,345,21.09375,,,,
2023-12-09T01:57:21+05:30,346,21.19141,,,,
2023-12-09T01:57:44+05:30,347,21.19141,,,,
2023-12-09T01:58:07+05:30,348,21.19141,,,,
2023-12-09T01:58:29+05:30,349,21.19141,,,,
2023-12-09T01:58:52+05:30,350,21.19141,,,,
2023-12-09T01:59:15+05:30,351,21.19141,,,,
2023-12-09T01:59:39+05:30,352,20.11719,,,,
2023-12-09T02:00:01+05:30,353,21.09375,,,,
2023-12-09T02:00:23+05:30,354,20.01953,,,,
2023-12-09T02:00:47+05:30,355,21.09375,,,,
2023-12-09T02:01:13+05:30,356,21.09375,,,,
2023-12-09T02:01:35+05:30,357,21.09375,,,,
2023-12-09T02:01:59+05:30,358,21.09375,,,,
2023-12-09T02:02:21+05:30,359,20.89844,,,,
2023-12-09T02:02:44+05:30,360,21.09375,,,,
2023-12-09T02:03:08+05:30,361,21.09375,,,,
2023-12-09T02:03:31+05:30,362,21.09375,,,,
2023-12-09T02:03:53+05:30,363,21.09375,,,,
2023-12-09T02:04:16+05:30,364,21.09375,,,,
2023-12-09T02:04:38+05:30,365,20.11719,,,,
2023-12-09T02:05:01+05:30,366,20.11719,,,,
2023-12-09T02:05:25+05:30,367,21.09375,,,,
2023-12-09T02:05:48+05:30,368,21.19141,,,,
2023-12-09T02:06:11+05:30,369,21.09375,,,,
2023-12-09T02:06:36+05:30,370,21.19141,,,,
2023-12-09T02:06:59+05:30,371,21.09375,,,,
2023-12-09T02:07:22+05:30,372,21.09375,,,,
2023-12-09T02:07:46+05:30,373,20.89844,,,,
2023-12-09T02:08:08+05:30,374,20.89844,,,,
2023-12-09T02:08:31+05:30,375,20.89844,,,,
2023-12-09T02:08:54+05:30,376,21.09375,,,,
2023-12-09T02:09:16+05:30,377,20.89844,,,,
2023-12-09T02:09:39+05:30,378,20.89844,,,,
2023-12-09T02:10:04+05:30,379,19.72656,,,,
2023-12-09T02:10:27+05:30,380,20.01953,,,,
2023-12-09T02:10:50+05:30,381,21.09375,,,,
2023-12-09T02:11:13+05:30,382,20.80078,,,,
2023-12-09T02:11:36+05:30,383,20.89844,,,,
2023-12-09T02:11:58+05:30,384,20.89844,,,,
2023-12-09T02:12:21+05:30,385,20.80078,,,,
2023-12-09T02:12:44+05:30,386,21.09375,,,,
2023-12-09T02:13:07+05:30,387,20.89844,,,,
2023-12-09T02:13:30+05:30,388,20.80078,,,,
2023-12-09T02:13:53+05:30,389,20.70313,,,,
2023-12-09T02:14:16+05:30,390,19.92188,,,,
2023-12-09T02:14:41+05:30,391,19.92188,,,,
2023-12-09T02:15:04+05:30,392,20.89844,,,,
2023-12-09T02:15:27+05:30,393,20.80078,,,,
2023-12-09T02:15:49+05:30,394,20.80078,,,,
2023-12-09T02:16:12+05:30,395,20.80078,,,,
2023-12-09T02:16:35+05:30,396,20.80078,,,,
2023-12-09T02:16:58+05:30,397,20.80078,,,,
2023-12-09T02:17:21+05:30,398,20.80078,,,,
2023-12-09T02:17:43+05:30,399,20.70313,,,,
2023-12-09T02:18:08+05:30,400,20.89844,,,,
2023-12-09T02:18:30+05:30,401,19.62891,,,,
2023-12-09T02:18:54+05:30,402,20.70313,,,,
2023-12-09T02:19:17+05:30,403,20.70313,,,,
2023-12-09T02:19:40+05:30,404,20.80078,,,,
2023-12-09T02:20:03+05:30,405,20.60547,,,,
2023-12-09T02:20:26+05:30,406,20.60547,,,,
2023-12-09T02:20:49+05:30,407,20.60547,,,,
2023-12-09T02:21:11+05:30,408,20.60547,,,,
2023-12-09T02:21:34+05:30,409,20.60547,,,,
2023-12-09T02:21:57+05:30,410,20.60547,,,,
2023-12-09T02:22:20+05:30,411,20.60547,,,,
2023-12-09T02:22:43+05:30,412,20.60547,,,,
2023-12-09T02:23:06+05:30,413,20.60547,,,,
2023-12-09T02:23:29+05:30,414,20.80078,,,,
2023-12-09T02:23:52+05:30,415,20.70313,,,,
2023-12-09T02:24:15+05:30,416,20.70313,,,,
2023-12-09T02:24:38+05:30,417,20.80078,,,,
2023-12-09T02:25:03+05:30,418,20.80078,,,,
2023-12-09T02:25:26+05:30,419,20.70313,,,,
2023-12-09T02:25:48+05:30,420,20.70313,,,,
2023-12-09T02:26:15+05:30,421,20.80078,,,,
2023-12-09T02:26:37+05:30,422,20.89844,,,,
2023-12-09T02:27:00+05:30,423,20.89844,,,,
2023-12-09T02:27:23+05:30,424,20.80078,,,,
2023-12-09T02:27:45+05:30,425,19.72656,,,,
2023-12-09T02:28:08+05:30,426,20.80078,,,,
2023-12-09T02:28:31+05:30,427,19.62891,,,,
2023-12-09T02:28:54+05:30,428,19.62891,,,,
2023-12-09T02:29:17+05:30,429,20.50781,,,,
2023-12-09T02:29:41+05:30,430,20.60547,,,,
2023-12-09T02:30:03+05:30,431,20.60547,,,,
2023-12-09T02:30:26+05:30,432,20.70313,,,,
2023-12-09T02:30:49+05:30,433,20.50781,,,,
2023-12-09T02:31:12+05:30,434,20.60547,,,,
2023-12-09T02:31:35+05:30,435,20.70313,,,,
2023-12-09T02:31:59+05:30,436,20.50781,,,,
2023-12-09T02:32:22+05:30,437,20.60547,,,,
2023-12-09T02:32:44+05:30,438,20.70313,,,,
2023-12-09T02:33:08+05:30,439,20.60547,,,,
2023-12-09T02:33:31+05:30,440,20.60547,,,,
2023-12-09T02:33:54+05:30,441,20.70313,,,,
2023-12-09T02:34:16+05:30,442,20.50781,,,,
2023-12-09T02:34:39+05:30,443,19.53125,,,,
2023-12-09T02:35:02+05:30,444,20.41016,,,,
2023-12-09T02:35:27+05:30,445,20.31250,,,,
2023-12-09T02:35:49+05:30,446,20.41016,,,,
2023-12-09T02:36:12+05:30,447,20.31250,,,,
2023-12-09T02:36:35+05:30,448,20.21484,,,,
2023-12-09T02:36:58+05:30,449,19.23828,,,,
2023-12-09T02:37:21+05:30,450,19.14063,,,,
2023-12-09T02:37:46+05:30,451,20.21484,,,,
2023-12-09T02:38:09+05:30,452,20.01953,,,,
2023-12-09T02:38:31+05:30,453,19.62891,,,,
2023-12-09T02:38:54+05:30,454,18.94531,,,,
2023-12-09T02:39:17+05:30,455,18.75000,,,,
2023-12-09T02:39:40+05:30,456,19.72656,,,,
2023-12-09T02:40:03+05:30,457,19.72656,,,,
2023-12-09T02:40:25+05:30,458,20.01953,,,,
2023-12-09T02:40:48+05:30,459,19.92188,,,,
2023-12-09T02:41:14+05:30,460,19.92188,,,,
2023-12-09T02:41:36+05:30,461,19.92188,,,,
2023-12-09T02:41:59+05:30,462,20.01953,,,,
2023-12-09T02:42:22+05:30,463,19.92188,,,,
2023-12-09T02:42:45+05:30,464,19.92188,,,,
2023-12-09T02:43:08+05:30,465,18.94531,,,,
2023-12-09T02:43:33+05:30,466,20.01953,,,,
2023-12-09T02:43:56+05:30,467,20.01953,,,,
2023-12-09T02:44:19+05:30,468,20.01953,,,,
2023-12-09T02:44:43+05:30,469,20.01953,,,,
2023-12-09T02:45:05+05:30,470,20.01953,,,,
2023-12-09T02:45:28+05:30,471,20.01953,,,,
2023-12-09T02:45:52+05:30,472,20.01953,,,,
2023-12-09T02:46:15+05:30,473,20.01953,,,,
2023-12-09T02:46:38+05:30,474,20.01953,,,,
2023-12-09T02:47:01+05:30,475,20.01953,,,,
2023-12-09T02:47:24+05:30,476,19.92188,,,,
2023-12-09T02:47:47+05:30,477,19.72656,,,,
2023-12-09T02:48:12+05:30,478,19.62891,,,,
2023-12-09T02:48:35+05:30,479,18.55469,,,,
2023-12-09T02:48:58+05:30,480,19.72656,,,,
2023-12-09T02:49:24+05:30,481,19.62891,,,,
2023-12-09T02:49:48+05:30,482,19.62891,,,,
2023-12-09T02:50:12+05:30,483,29.49219,,,,
2023-12-09T02:50:35+05:30,484,18.75000,,,,
2023-12-09T02:50:58+05:30,485,18.55469,,,,
2023-12-09T02:51:21+05:30,486,18.55469,,,,
2023-12-09T02:51:43+05:30,487,19.04297,,,,
2023-12-09T02:52:06+05:30,488,18.55469,,,,
2023-12-09T02:52:29+05:30,489,18.45703,,,,
2023-12-09T02:52:52+05:30,490,18.35938,,,,
2023-12-09T02:53:15+05:30,491,19.23828,,,,
2023-12-09T02:53:37+05:30,492,19.23828,,,,
2023-12-09T02:54:01+05:30,493,19.23828,,,,
2023-12-09T02:54:23+05:30,494,18.16406,,,,
2023-12-09T02:54:46+05:30,495,19.33594,,,,
2023-12-09T02:55:10+05:30,496,19.23828,,,,
2023-12-09T02:55:32+05:30,497,19.23828,,,,
2023-12-09T02:55:55+05:30,498,19.33594,,,,
